filename,number,day,height_px,length_px,area_px,green_area_px,black_area_px,white_area_px,brown_area_px,green_intensity,grade
goak20_D1_A90.png,20,1,696,746,346770,288077,33603,25079,11,50.83,A
goak20_D1_B0.png,20,1,492,706,233099,179175,23744,30105,75,45.86,C
goak20_D1_B180.png,20,1,631,738,302297,248052,41618,12627,0,54.73,B
goak20_D1_B270.png,20,1,550,761,260799,204038,26837,29913,11,48.77,C
goak20_D1_B90.png,20,1,560,705,268517,219766,26978,21657,116,51.14,C
goak20_D2_A0.png,20,2,594,855,373617,296353,39630,37253,381,46.68,A
goak20_D2_A180.png,20,2,704,921,382076,298587,64073,18583,833,47.97,A
goak20_D2_A270.png,20,2,607,849,348899,287090,35391,26374,44,48.54,A
goak20_D2_A90.png,20,2,631,841,347850,275350,43224,29066,210,49.53,A
goak20_D2_B0.png,20,2,539,881,330404,192467,54327,83229,381,38.19,A
goak20_D2_B180.png,20,2,726,862,410457,306520,42872,60928,137,46.18,A
goak20_D2_B270.png,20,2,623,906,355955,230588,33388,91808,171,44.21,A
goak20_D2_B90.png,20,2,615,793,385497,268698,43768,72628,403,42.93,A
goak20_D3_A0.png,20,3,535,816,311006,201696,29714,79388,208,42.13,B
goak20_D3_A180.png,20,3,696,771,337268,257872,53612,25717,67,44.35,A
goak20_D3_A270.png,20,3,563,795,308941,211064,39577,58202,98,42.97,B
goak20_D3_A90.png,20,3,576,765,291011,206517,36000,48407,87,44.28,B
goak20_D3_B0.png,20,3,572,841,325523,226795,23236,75308,184,45.03,A
goak20_D3_B180.png,20,3,662,811,373846,292281,49269,31455,841,49.32,A
goak20_D3_B270.png,20,3,595,800,304284,215404,30758,57978,144,46.37,B
goak20_D3_B90.png,20,3,619,802,314188,246192,33510,34022,464,50.56,A
goak21_D1_A0.png,21,1,580,584,211543,184712,13342,13475,14,54.98,C
goak21_D1_A180.png,21,1,610,557,245225,209916,27328,7981,0,53.6,C
goak21_D1_A270.png,21,1,626,590,258267,212747,32194,13326,0,51.67,C
goak21_D1_A90.png,21,1,663,595,257313,216561,31267,9410,75,53.08,C
goak21_D1_B0.png,21,1,470,552,192434,161155,19308,11889,82,51.62,C
goak21_D1_B180.png,21,1,500,580,213281,170559,35674,7031,17,47.53,C
goak21_D1_B270.png,21,1,486,669,207705,162651,30188,14866,0,47.73,C
goak21_D1_B90.png,21,1,509,621,237001,193830,31474,11693,4,46.84,C
goak21_D2_A0.png,21,2,484,625,235190,150769,41671,42683,67,38.18,C
goak21_D2_A180.png,21,2,555,713,293485,215240,49126,28145,974,43.95,B
goak21_D2_A270.png,21,2,521,667,240108,188405,25169,26172,362,43.9,C
goak21_D2_A90.png,21,2,551,641,261179,189432,32752,38713,282,42.23,B
goak21_D2_B0.png,21,2,658,711,262616,222437,27405,12465,309,48.92,B
goak21_D2_B180.png,21,2,580,765,289596,247379,35912,6166,139,51.2,B
goak21_D2_B270.png,21,2,618,666,262640,217090,35894,9576,80,50.14,C
goak21_D2_B90.png,21,2,591,745,293773,240151,44014,9385,223,49.13,B
goak21_D3_A0.png,21,3,486,712,253015,159555,26741,66518,201,39.55,C
goak21_D3_A180.png,21,3,474,680,260614,192254,25618,42326,416,44.15,C
goak21_D3_A270.png,21,3,572,637,250853,177476,23444,49712,221,43.15,C
goak21_D3_A90.png,21,3,582,690,248738,175141,27180,46255,162,42.29,C
goak21_D3_B0.png,21,3,509,714,263571,216836,22124,24498,113,50.15,C
goak21_D3_B180.png,21,3,543,700,278982,223829,36825,18139,189,50.84,B
goak21_D3_B270.png,21,3,576,645,238034,198829,22422,16739,44,50.22,C
goak21_D3_B90.png,21,3,584,607,256632,218263,23695,14480,194,50.39,C
goak22_D1_A0.png,22,1,557,655,237893,195420,30564,11909,0,51.65,C
goak22_D1_A180.png,22,1,613,638,291254,256909,26599,7746,0,58.41,C
goak22_D1_A270.png,22,1,590,680,286746,234570,43754,8421,1,54.92,B
goak22_D1_A90.png,22,1,552,678,249275,212585,26685,9998,7,54.13,C
goak22_D1_B0.png,22,1,436,715,213671,160986,35412,17195,78,44.04,C
goak22_D1_B180.png,22,1,633,721,258092,206050,43719,8323,0,51.47,C
goak22_D1_B270.png,22,1,479,654,213035,168387,22739,21909,0,49.08,C
goak22_D1_B90.png,22,1,420,648,209399,173184,21324,14836,55,50.1,C
goak22_D2_A0.png,22,2,556,685,256905,202429,38364,16083,29,47.36,C
goak22_D2_A180.png,22,2,678,706,322790,273639,38104,10837,210,51.14,B
goak22_D2_A270.png,22,2,585,726,297216,237983,45224,13902,107,49.79,B
goak22_D2_A90.png,22,2,637,656,293926,237990,40908,15008,20,48.81,B
goak22_D2_B0.png,22,2,544,698,272046,196342,34711,40865,128,43.5,B
goak22_D2_B180.png,22,2,543,769,324384,240970,58861,24446,107,45.48,B
goak22_D2_B270.png,22,2,648,741,308041,230276,31486,46122,157,47.76,A
goak22_D2_B90.png,22,2,575,736,284211,214151,40509,29422,129,46.34,B
goak22_D3_A0.png,22,3,640,746,287951,194749,25297,67056,849,45.28,B
goak22_D3_A180.png,22,3,537,697,280811,209274,28632,42811,94,48.49,B
goak22_D3_A270.png,22,3,585,693,287027,197668,22910,66051,398,47.06,B
goak22_D3_A90.png,22,3,678,692,287672,217019,31654,38570,429,46.94,B
goak22_D3_B0.png,22,3,549,688,248958,195628,28865,24348,117,46.16,C
goak22_D3_B180.png,22,3,672,717,320023,270343,33867,15644,169,48.98,B
goak22_D3_B270.png,22,3,606,674,276943,220606,32114,24090,133,47.8,B
goak22_D3_B90.png,22,3,672,642,293792,242018,34242,17455,77,47.11,B
goak23_D1_A0.png,23,1,490,648,222033,182982,28323,10725,3,54.72,C
goak23_D1_A180.png,23,1,583,617,281756,240614,36055,5087,0,56.25,C
goak23_D1_A270.png,23,1,553,595,238583,202258,30202,6099,24,54.0,C
goak23_D1_A90.png,23,1,564,628,231338,202099,19969,9270,0,56.3,C
goak23_D1_B0.png,23,1,490,680,218213,167301,27859,23020,33,46.89,C
goak23_D1_B180.png,23,1,639,690,275466,224055,35883,15335,193,49.31,B
goak23_D1_B270.png,23,1,479,676,222495,170575,28609,23310,1,48.97,C
goak23_D1_B90.png,23,1,468,671,225883,175091,32503,18284,5,46.57,C
goak23_D2_A0.png,23,2,650,697,283356,226830,32359,24101,66,50.15,B
goak23_D2_A180.png,23,2,692,777,351834,286193,49504,15838,299,48.29,A
goak23_D2_A270.png,23,2,654,776,331124,274858,34060,22165,41,50.54,B
goak23_D2_A90.png,23,2,702,661,289823,213389,54035,22227,172,46.33,B
goak23_D2_B0.png,23,2,679,745,334477,242570,31509,60063,335,43.12,A
goak23_D2_B180.png,23,2,644,757,310286,225423,44327,39194,1342,44.9,A
goak23_D2_B270.png,23,2,687,675,316489,228357,39673,48049,410,44.38,A
goak23_D2_B90.png,23,2,704,734,336004,225435,42958,67299,312,42.17,A
goak23_D3_A0.png,23,3,655,668,282209,225426,30287,26346,150,48.38,B
goak23_D3_A180.png,23,3,650,713,301189,229885,50831,19668,805,47.37,A
goak23_D3_A270.png,23,3,600,758,297873,232976,39633,24999,265,47.82,A
goak23_D3_A90.png,23,3,646,610,276777,206975,43300,26341,161,46.54,B
goak23_D3_B0.png,23,3,623,729,286669,220337,30443,35698,191,44.31,B
goak23_D3_B180.png,23,3,589,666,280098,229191,38765,12014,128,48.53,B
goak23_D3_B270.png,23,3,558,689,279149,215077,36886,27055,131,47.24,B
goak23_D3_B90.png,23,3,643,724,275052,208587,28229,38071,165,47.29,B
goak24_D1_A0.png,24,1,502,644,231705,190789,26735,14181,0,49.86,C
goak24_D1_A180.png,24,1,641,652,283032,239075,35670,8287,0,52.92,C
goak24_D1_A270.png,24,1,607,644,242003,207151,23467,11365,20,54.16,C
goak24_D1_A90.png,24,1,577,667,246720,200718,37246,8748,8,51.05,C
goak24_D1_B0.png,24,1,481,634,203001,154582,29978,18441,0,44.2,C
goak24_D1_B180.png,24,1,519,696,243809,195591,35568,12227,423,45.68,C
goak24_D1_B270.png,24,1,526,659,225286,179366,27107,18785,28,45.84,C
goak24_D1_B90.png,24,1,459,612,207254,159380,32453,15411,10,44.72,C
goak24_D2_A0.png,24,2,513,722,276258,219094,39664,17375,125,44.87,B
goak24_D2_A180.png,24,2,620,730,315939,258021,47541,9301,1076,47.54,A
goak24_D2_A270.png,24,2,516,797,263927,217574,34580,11701,72,48.76,B
goak24_D2_A90.png,24,2,571,680,281631,235674,34120,11686,151,48.12,B
goak24_D2_B0.png,24,2,471,826,271832,182614,18512,70584,122,43.31,B
goak24_D2_B180.png,24,2,553,849,326306,241935,47548,36650,173,44.32,A
goak24_D2_B270.png,24,2,510,683,243179,172420,19130,51499,130,44.44,C
goak24_D2_B90.png,24,2,559,727,306974,211772,33320,61686,196,43.86,B
goak24_D3_A0.png,24,3,491,730,264397,210497,36739,17005,156,42.55,B
goak24_D3_A180.png,24,3,575,809,312555,255126,46389,9609,1431,49.26,A
goak24_D3_A270.png,24,3,513,772,255480,207660,33833,13834,153,49.29,B
goak24_D3_A90.png,24,3,533,702,276334,231991,31077,13162,104,49.34,C
goak24_D3_B0.png,24,3,476,736,247429,154205,12950,79999,275,45.07,C
goak24_D3_B180.png,24,3,561,726,265698,196892,35331,33340,135,46.07,B
goak24_D3_B270.png,24,3,511,659,243158,158979,14018,70066,95,45.29,C
goak24_D3_B90.png,24,3,523,709,278742,196826,19392,62305,219,45.03,B
goak25_D1_A0.png,25,1,465,658,223738,183706,19855,20174,3,49.83,C
goak25_D1_A180.png,25,1,504,660,245148,198917,36542,8856,833,50.56,C
goak25_D1_A270.png,25,1,457,636,211964,177048,17926,16990,0,50.79,C
goak25_D1_A90.png,25,1,468,616,236362,192380,33444,10538,0,48.99,C
goak25_D1_B0.png,25,1,403,644,194204,142990,21003,30204,7,45.37,C
goak25_D1_B180.png,25,1,490,685,218822,175102,30663,13052,5,47.89,C
goak25_D1_B270.png,25,1,445,620,186679,139489,17580,29583,27,44.18,C
goak25_D1_B90.png,25,1,412,640,205005,156329,30156,18512,8,46.9,C
goak25_D2_A0.png,25,2,507,775,302356,242995,41197,18089,75,47.88,B
goak25_D2_A180.png,25,2,663,755,364134,299725,52744,11586,79,50.72,A
goak25_D2_A270.png,25,2,588,739,296120,241567,36137,18388,28,50.89,B
goak25_D2_A90.png,25,2,656,802,372534,299989,60025,12135,385,47.24,A
goak25_D2_B0.png,25,2,496,738,267603,183074,34151,50251,127,40.71,B
goak25_D2_B180.png,25,2,552,814,316548,259043,40264,17046,195,50.04,A
goak25_D2_B270.png,25,2,552,832,286540,220542,40292,25308,398,46.63,A
goak25_D2_B90.png,25,2,522,808,295834,217984,37831,39976,43,45.09,B
goak25_D3_A0.png,25,3,494,830,274873,188799,30011,55990,73,45.5,B
goak25_D3_A180.png,25,3,668,801,367027,291576,42790,31950,711,46.4,A
goak25_D3_A270.png,25,3,639,754,293709,234636,30697,28331,45,48.46,B
goak25_D3_A90.png,25,3,676,750,333572,243641,40148,49627,156,44.26,A
goak25_D3_B0.png,25,3,533,734,269670,180890,30997,57219,564,42.92,B
goak25_D3_B180.png,25,3,477,744,256010,197696,38537,19620,157,49.01,B
goak25_D3_B270.png,25,3,521,768,255923,175641,23999,55701,582,44.93,B
goak25_D3_B90.png,25,3,537,775,296267,219194,32742,44169,162,46.93,B
goak26_D1_A0.png,26,1,479,606,195019,165415,20622,8980,2,52.91,C
goak26_D1_A180.png,26,1,572,601,253201,212317,31111,9771,2,54.08,C
goak26_D1_A270.png,26,1,488,595,215257,187041,18987,9228,1,52.68,C
goak26_D1_A90.png,26,1,511,669,252830,204124,34933,13144,629,50.94,C
goak26_D1_B0.png,26,1,404,670,214052,162612,24635,26686,119,44.52,C
goak26_D1_B180.png,26,1,472,658,208969,162009,38648,8222,90,49.1,C
goak26_D1_B270.png,26,1,427,634,179499,143870,18542,17042,45,47.06,C
goak26_D1_B90.png,26,1,382,700,211455,159744,24489,27106,116,47.9,C
goak26_D2_A0.png,26,2,519,750,270250,211304,46509,12334,103,44.55,B
goak26_D2_A180.png,26,2,698,728,331499,264702,60199,6477,121,48.5,A
goak26_D2_A270.png,26,2,580,717,278225,226108,42027,10006,84,49.17,B
goak26_D2_A90.png,26,2,636,732,277232,227151,39425,10458,198,49.73,B
goak26_D2_B0.png,26,2,577,745,280381,187428,26544,65994,415,44.43,B
goak26_D2_B180.png,26,2,611,784,316508,218985,32675,64008,840,44.74,A
goak26_D2_B270.png,26,2,622,739,329374,211661,32188,85479,46,45.83,B
goak26_D2_B90.png,26,2,618,748,264083,172244,47153,44530,156,42.35,B
goak26_D3_A0.png,26,3,497,686,229582,151733,25773,51938,138,41.79,C
goak26_D3_A180.png,26,3,541,614,235216,193518,24868,15522,1308,50.53,C
goak26_D3_A270.png,26,3,540,666,247769,204778,19313,23633,45,49.06,C
goak26_D3_A90.png,26,3,513,577,209902,154701,34852,20343,6,46.11,C
goak26_D3_B0.png,26,3,461,630,198034,128183,19897,49923,31,41.61,C
goak26_D3_B180.png,26,3,505,654,243738,179533,24220,38553,1432,47.07,C
goak26_D3_B270.png,26,3,453,605,196220,120815,23184,52091,130,43.7,C
goak26_D3_B90.png,26,3,532,606,231953,161202,16053,54549,149,44.31,C
goak27_D1_A0.png,27,1,537,662,205617,158306,30082,17214,15,47.85,C
goak27_D1_A180.png,27,1,594,648,241004,198143,33929,8931,1,51.88,C
goak27_D1_A270.png,27,1,531,601,192426,151040,28954,12347,85,49.57,C
goak27_D1_A90.png,27,1,540,662,225696,180123,22109,23449,15,49.18,C
goak27_D1_B0.png,27,1,398,653,188677,152274,15269,21134,0,46.07,C
goak27_D1_B180.png,27,1,531,628,216843,172567,38288,5686,302,48.45,C
goak27_D1_B270.png,27,1,523,607,200218,164308,20452,15458,0,50.12,C
goak27_D1_B90.png,27,1,571,658,206291,151908,41493,12884,6,44.26,C
goak27_D2_A0.png,27,2,469,740,237390,191615,31766,13935,74,46.83,C
goak27_D2_A180.png,27,2,649,772,336831,278965,41270,16125,471,49.8,A
goak27_D2_A270.png,27,2,593,720,280150,230129,39083,10486,452,48.59,B
goak27_D2_A90.png,27,2,559,763,289949,234846,31883,22942,278,46.66,B
goak27_D2_B0.png,27,2,602,706,254232,200144,27669,26273,146,45.19,B
goak27_D2_B180.png,27,2,482,852,270729,203715,49705,17105,204,43.59,B
goak27_D2_B270.png,27,2,489,867,302442,229677,44944,27743,78,42.87,B
goak27_D2_B90.png,27,2,547,811,287434,217350,33062,36853,169,44.69,B
goak27_D3_A0.png,27,3,430,707,239819,180812,24916,34024,67,46.82,C
goak27_D3_A180.png,27,3,600,764,310583,257474,40200,12814,95,48.14,B
goak27_D3_A270.png,27,3,574,623,251385,199275,38586,12896,628,46.88,B
goak27_D3_A90.png,27,3,578,733,303890,241854,32531,29329,176,46.03,B
goak27_D3_B0.png,27,3,573,764,256086,167768,22894,65130,294,43.76,B
goak27_D3_B180.png,27,3,629,719,268741,181905,22771,63929,136,44.18,B
goak27_D3_B270.png,27,3,608,796,271569,175925,18451,76979,214,42.18,B
goak27_D3_B90.png,27,3,532,605,210644,148912,26428,35124,180,42.95,C
goak28_D1_A0.png,28,1,379,620,164819,137902,19840,7077,0,54.24,C
goak28_D1_A180.png,28,1,539,681,255804,217781,28809,9214,0,54.75,C
goak28_D1_A270.png,28,1,512,664,199992,174690,17780,7328,194,56.25,C
goak28_D1_A90.png,28,1,455,656,220427,183558,27884,8950,35,51.79,C
goak28_D1_B0.png,28,1,390,671,183906,147806,16526,19498,76,46.5,C
goak28_D1_B180.png,28,1,487,726,233051,180788,43667,8510,86,48.92,C
goak28_D1_B270.png,28,1,454,729,219423,181896,21385,16131,11,48.64,C
goak28_D1_B90.png,28,1,627,748,234419,183781,25803,24833,2,45.19,C
goak28_D2_A0.png,28,2,554,733,252971,197161,15948,39509,353,46.17,B
goak28_D2_A180.png,28,2,625,790,306673,235562,41322,29570,219,46.15,A
goak28_D2_A270.png,28,2,498,693,261518,200499,23631,37324,64,45.08,C
goak28_D2_A90.png,28,2,638,725,274467,209762,28977,35609,119,45.09,B
goak28_D2_B0.png,28,2,456,722,240868,198725,28442,13606,95,48.41,C
goak28_D2_B180.png,28,2,679,739,330433,284761,35074,9919,679,52.86,A
goak28_D2_B270.png,28,2,586,693,267815,220481,33779,13467,88,49.51,B
goak28_D2_B90.png,28,2,557,787,286895,234459,40180,12117,139,51.03,B
goak28_D3_A0.png,28,3,481,632,218745,136489,16701,64943,612,41.65,C
goak28_D3_A180.png,28,3,477,699,254633,193177,37524,23848,84,45.21,C
goak28_D3_A270.png,28,3,486,653,233495,170352,18099,44751,293,43.59,C
goak28_D3_A90.png,28,3,537,719,255447,182125,29610,43520,192,43.22,B
goak28_D3_B0.png,28,3,505,758,257566,207518,25837,24072,139,50.22,C
goak28_D3_B180.png,28,3,633,796,305146,262184,30513,11982,467,52.07,A
goak28_D3_B270.png,28,3,491,670,249493,209244,19259,20953,37,51.58,C
goak28_D3_B90.png,28,3,528,727,283581,239462,29088,14989,42,51.3,C
goak29_D1_A0.png,29,1,410,740,174866,154036,12539,8291,0,54.86,C
goak29_D1_A180.png,29,1,612,694,286885,230810,40865,15164,46,48.64,B
goak29_D1_A270.png,29,1,498,601,208358,178559,16236,13522,41,54.5,C
goak29_D1_A90.png,29,1,481,649,207213,170012,27314,9880,7,52.25,C
goak29_D1_B0.png,29,1,364,650,166126,135066,23643,7417,0,52.82,C
goak29_D1_B180.png,29,1,626,662,276298,224252,40759,11279,8,50.72,B
goak29_D1_B270.png,29,1,465,641,220319,189159,22683,8473,4,54.22,C
goak29_D1_B90.png,29,1,458,611,192421,161941,22049,8431,0,52.12,C
goak29_D2_A0.png,29,2,648,780,246518,182727,30460,33092,239,45.46,B
goak29_D2_A180.png,29,2,603,785,309823,242824,45299,21645,55,48.64,B
goak29_D2_A270.png,29,2,539,737,256238,204368,26127,25653,90,49.28,C
goak29_D2_A90.png,29,2,620,743,275027,215347,21505,37993,182,49.27,B
goak29_D2_B0.png,29,2,489,739,255138,182386,28148,44419,185,45.29,B
goak29_D2_B180.png,29,2,554,812,307719,227202,62266,18053,198,44.89,A
goak29_D2_B270.png,29,2,454,867,268382,191242,39575,37458,107,45.26,B
goak29_D2_B90.png,29,2,638,744,236715,176233,27257,33110,115,46.64,B
goak29_D3_A0.png,29,3,394,780,203596,136695,9653,56980,268,46.05,C
goak29_D3_A180.png,29,3,550,795,304327,230312,33564,40427,24,46.8,B
goak29_D3_A270.png,29,3,494,797,250321,178600,18554,53032,135,46.59,C
goak29_D3_A90.png,29,3,491,666,232905,159042,21716,52055,92,45.5,C
goak29_D3_B0.png,29,3,540,731,271983,173223,23207,75491,62,42.41,B
goak29_D3_B180.png,29,3,426,709,219916,160405,37631,21662,218,45.64,C
goak29_D3_B270.png,29,3,472,680,243646,162041,21204,60340,61,44.37,C
goak29_D3_B90.png,29,3,450,678,227061,169243,17945,39797,76,46.62,C
goak30_D1_A0.png,30,1,414,657,190361,145875,35040,9430,16,45.81,C
goak30_D1_A180.png,30,1,585,630,265470,215092,43453,6925,0,51.53,C
goak30_D1_A270.png,30,1,452,660,200125,163284,24328,12496,17,50.2,C
goak30_D1_A90.png,30,1,526,635,211569,173910,24051,13605,3,50.29,C
goak30_D1_B0.png,30,1,371,686,184285,148507,26044,9717,17,49.83,C
goak30_D1_B180.png,30,1,512,724,255502,218130,32560,4809,3,54.98,C
goak30_D1_B270.png,30,1,497,674,210484,181450,22195,6757,82,54.39,C
goak30_D1_B90.png,30,1,443,649,197122,162707,23835,10564,16,51.34,C
goak30_D2_A0.png,30,2,538,842,318245,246351,55410,16278,206,45.82,A
goak30_D2_A180.png,30,2,655,866,380365,301255,67261,11795,54,47.32,A
goak30_D2_A270.png,30,2,573,796,307327,251645,37060,18386,236,47.33,B
goak30_D2_A90.png,30,2,550,747,287580,226011,43183,18075,311,47.38,B
goak30_D2_B0.png,30,2,607,743,305444,233271,36442,34827,904,47.38,A
goak30_D2_B180.png,30,2,743,750,409126,352754,34133,22072,167,51.41,A
goak30_D2_B270.png,30,2,613,694,303530,251663,29565,22072,230,51.77,B
goak30_D2_B90.png,30,2,712,784,372096,296872,45965,29166,93,48.29,A
goak30_D3_A0.png,30,3,634,677,259754,179277,43452,36586,439,41.1,B
goak30_D3_A180.png,30,3,599,718,253123,206394,34040,11571,1118,46.43,B
goak30_D3_A270.png,30,3,545,766,278862,208770,35681,34158,253,43.36,B
goak30_D3_A90.png,30,3,515,732,254872,206903,31138,16658,173,45.22,C
goak30_D3_B0.png,30,3,590,806,302431,233115,27273,41434,609,44.81,A
goak30_D3_B180.png,30,3,487,751,277281,210051,45452,21555,223,43.33,B
goak30_D3_B270.png,30,3,566,769,304482,225683,34905,43730,164,42.68,B
goak30_D3_B90.png,30,3,566,776,302111,244907,36026,20900,278,44.84,B
